id,locationid,applicant,Facilitytype,facilitytype,cnn,full_address,address,permit,Status,status,latitude,longitude,schedule,approved,Received,expiration
461,1058991,Ruru Juice LLC,Truck,1,9092000,MISSION ST: 02ND ST to NEW MONTGOMERY ST (600 - 634),601 MISSION ST,17MFF-0198,REQUESTED,1,37.7876716444879,-122.399762925839,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0198&ExportPDF=1&Filename=17MFF-0198_schedule.pdf,,2017-11-29,
462,1193831,Eva's Catering,Truck,1,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1199 ORTEGA ST,18MFF-0086,APPROVED,2,37.7835091222127,-122.4900712081,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0086&ExportPDF=1&Filename=18MFF-0086_schedule.pdf,07/26/2018 12:00:00 AM,2018-07-26,07/15/2019 12:00:00 AM
463,1184111,D & T Catering,Truck,1,13451000,WASHINGTON ST: MAPLE ST to CHERRY ST (3800 - 3899),3839 WASHINGTON ST,18MFF-0057,APPROVED,2,37.788583655156,-122.456059894366,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0057&ExportPDF=1&Filename=18MFF-0057_schedule.pdf,07/11/2018 12:00:00 AM,2018-07-11,07/15/2019 12:00:00 AM
464,1219122,Halal Cart of San Francisco,Push Cart,2,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),400 MONTGOMERY ST,18MFF-0105,APPROVED,2,37.7931486269835,-122.402567175578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0105&ExportPDF=1&Filename=18MFF-0105_schedule.pdf,09/12/2018 12:00:00 AM,2018-09-12,07/15/2019 12:00:00 AM
465,1163788,"SOHOMEI, LLC",Truck,1,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),690 MISSION ST,18MFF-0028,REQUESTED,1,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,,2018-05-21,07/15/2019 12:00:00 AM
466,1181515,John's Catering #5,Truck,1,6742000,HARRISON ST: ALAMEDA ST to 15TH ST (1830 - 1899),1830 HARRISON ST,18MFF-0045,APPROVED,2,37.7679845948645,-122.413953822522,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,07/06/2018 12:00:00 AM,2018-07-06,07/15/2019 12:00:00 AM
467,1240661,"BOWL'D ACAI, LLC.",Truck,1,8122000,LARKIN ST: FULTON ST to MCALLISTER ST (200 - 299),200 LARKIN ST,18MFF-0109,REQUESTED,1,37.7802154802881,-122.416025770151,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0109&ExportPDF=1&Filename=18MFF-0109_schedule.pdf,,2018-11-05,07/15/2019 12:00:00 AM
468,1240660,"BOWL'D ACAI, LLC.",Truck,1,2753000,BATTERY ST: PINE ST to CALIFORNIA ST (100 - 199),111 BATTERY ST,18MFF-0109,REQUESTED,1,37.7923667868831,-122.400148306767,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0109&ExportPDF=1&Filename=18MFF-0109_schedule.pdf,,2018-11-05,07/15/2019 12:00:00 AM
469,1240965,Street Meet,Truck,1,12869000,UNION ST: CHARLTON CT to BUCHANAN ST (1951 - 1999),1995 UNION ST,18MFF-0110,REQUESTED,1,37.7973050323335,-122.431946600586,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0110&ExportPDF=1&Filename=18MFF-0110_schedule.pdf,,2018-11-06,07/15/2019 12:00:00 AM
470,1242091,Quick Grub,Push Cart,2,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 BUSH ST,18MFF-0112,REQUESTED,1,37.7909215072692,-122.400100423738,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0112&ExportPDF=1&Filename=18MFF-0112_schedule.pdf,,2018-11-09,07/15/2019 12:00:00 AM
471,1243524,Street Meet,Truck,1,4801101,DIVISADERO ST: OAK ST to FELL ST (401 - 499) -- WEST --,443 DIVISADERO ST,18MFF-0111,REQUESTED,1,37.7737417037881,-122.437875378406,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0111&ExportPDF=1&Filename=18MFF-0111_schedule.pdf,,2018-11-06,
472,1243515,Tacos Lol-Tun,Truck,1,2461000,ARMSTRONG AVE: KEITH ST to 03RD ST (1600 - 1699),1610 ARMSTRONG AVE,18MFF-0101,REQUESTED,1,37.7265943633868,-122.392355625631,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0101&ExportPDF=1&Filename=18MFF-0101_schedule.pdf,,2018-08-31,07/15/2019 12:00:00 AM
473,812018,Spice Affairs,Truck,1,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,16MFF-0126,REQUESTED,1,37.7865580501799,-122.40103337535,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,,2016-05-31,
474,812017,Spice Affairs,Truck,1,12320000,SUTTER ST: CLAUDE LN to GRANT AVE (216 - 299),290 SUTTER ST,16MFF-0126,REQUESTED,1,37.7899138671344,-122.405232892524,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0126&ExportPDF=1&Filename=16MFF-0126_schedule.pdf,,2016-05-31,
475,837171,Chilifruit,Push Cart,2,1346000,24TH ST: MISSION ST to OSAGE ALY (3300 - 3322),Assessors Block /Lot,16MFF-0135,REQUESTED,1,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0135&ExportPDF=1&Filename=16MFF-0135_schedule.pdf,,2016-08-05,
476,839524,Halal Cart of San Francisco,Push Cart,2,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,16MFF-0136,REQUESTED,1,37.7898898782098,-122.399930411351,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,2016-08-12,
477,839523,Halal Cart of San Francisco,Push Cart,2,8741201,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (400 - 498) -- NORTH --,1 FRONT ST,16MFF-0136,REQUESTED,1,37.7917572059444,-122.398897636892,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0136&ExportPDF=1&Filename=16MFF-0136_schedule.pdf,,2016-08-12,
478,334914,"Halal Cart, LLC",Push Cart,2,8748101,MARKET ST: 05TH ST \ CYRIL MAGNIN ST to MASON ST \ TURK ST (901 - 941) -- SOUTH --,901 MARKET ST,11MFF-0175,INACTIVE,4,37.7834700660829,-122.408040736138,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0175&ExportPDF=1&Filename=11MFF-0175_schedule.pdf,,2011-09-26,
479,931094,Swell Cream & Coffee,Truck,1,12410000,TARAVAL ST: 34TH AVE to 35TH AVE (2400 - 2499),2450 TARAVAL ST,17MFF-0002,REQUESTED,1,37.7425503735592,-122.492677082215,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,,2017-01-30,01/30/2018 12:00:00 AM
480,931093,Swell Cream & Coffee,Truck,1,12412000,TARAVAL ST: 36TH AVE to SUNSET BLVD (2600 - 2649),2401 36TH AVE,17MFF-0002,REQUESTED,1,37.7412902847707,-122.494377920435,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0002&ExportPDF=1&Filename=17MFF-0002_schedule.pdf,,2017-01-30,01/30/2018 12:00:00 AM
481,934561,M M Catering,Truck,1,9083000,MISSION ST: STEUART ST to SPEAR ST (35 - 99),98 MISSION ST,17MFF-0109,REQUESTED,1,37.7933707169278,-122.394233280448,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
482,934592,May Catering,Truck,1,7163000,,299 ILLINOIS ST,17MFF-0110,EXPIRED,3,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
483,934609,May Catering,Truck,1,3887000,CHANNEL ST: 03RD ST to 04TH ST (0 - 0),Assessors Block 8711/Lot023,17MFF-0110,EXPIRED,3,37.7740748410583,-122.390668458146,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
484,934600,May Catering,Truck,1,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,17MFF-0110,EXPIRED,3,37.7537174169021,-122.388359021044,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
485,934581,May Catering,Truck,1,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,17MFF-0110,EXPIRED,3,37.7525772700714,-122.406806417152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
486,755221,Fruteria Serrano,,2,9167000,MISSION ST: OCEAN AVE to PERSIA AVE (4650 - 4699),4650 MISSION ST,16MFF-0011,REQUESTED,1,37.7236612795053,-122.43594382524,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0011&ExportPDF=1&Filename=16MFF-0011_schedule.pdf,,2016-02-17,03/15/2017 12:00:00 AM
487,934565,M M Catering,Truck,1,7173000,ILLINOIS ST: 24TH ST to 25TH ST (1400 - 1499),1499 ILLINOIS ST,17MFF-0109,REQUESTED,1,37.7530403201943,-122.386631763538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
488,1024464,Senor Sisig,Truck,1,3525000,CALIFORNIA ST: DAVIS ST to FRONT ST (100 - 199),101 CALIFORNIA ST,16MFF-0143,APPROVED,2,37.7929489528347,-122.398098613167,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0143&ExportPDF=1&Filename=16MFF-0143_schedule.pdf,06/04/2018 12:00:00 AM,2016-12-02,07/15/2019 12:00:00 AM
489,934582,May Catering,Truck,1,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3000 23RD ST,17MFF-0110,EXPIRED,3,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
490,934569,M M Catering,Truck,1,716000,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,17MFF-0109,REQUESTED,1,37.7665109269083,-122.40926014493,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
491,934570,M M Catering,Truck,1,7037000,HOWARD ST: HAWTHORNE ST to 03RD ST (648 - 699),661 HOWARD ST,17MFF-0109,REQUESTED,1,37.7853456766418,-122.399455276698,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
492,934568,M M Catering,Truck,1,6603000,HAIGHT ST: GOUGH ST to OCTAVIA ST (20 - 99),20 HAIGHT ST,17MFF-0109,REQUESTED,1,37.7733408773453,-122.422806203983,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
493,934562,M M Catering,Truck,1,2110000,ALABAMA ST: 17TH ST to MARIPOSA ST (400 - 499),400 ALABAMA ST,17MFF-0109,REQUESTED,1,37.7638066535277,-122.412610953897,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
494,934564,M M Catering,Truck,1,3144000,BROADWAY: FRONT ST to BATTERY ST (100 - 199),100 BROADWAY,17MFF-0109,REQUESTED,1,37.7988640669494,-122.400263583781,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
495,934362,Mob Dog,Push Cart,2,8745201,MARKET ST: 03RD ST \ KEARNY ST to GRANT AVE \ OFARRELL ST (700 - 748) -- NORTH --,720 MARKET ST,17MFF-0068,REQUESTED,1,37.7875984155546,-122.404090439434,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0068&ExportPDF=1&Filename=17MFF-0068_schedule.pdf,,2017-02-13,05/06/2018 12:00:00 AM
496,934560,M M Catering,Truck,1,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,17MFF-0109,REQUESTED,1,37.7516910357229,-122.394374213263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
497,934563,M M Catering,Truck,1,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),45 SPEAR ST,17MFF-0109,REQUESTED,1,37.7938715071506,-122.394865238621,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
498,934572,M M Catering,Truck,1,6729000,HARRISON ST: LANGTON ST to CHESLEY ST (1113 - 1144),1140 HARRISON ST,17MFF-0109,REQUESTED,1,37.7749843060688,-122.40784088806,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
499,934571,M M Catering,Truck,1,9094000,MISSION ST: ANNIE ST to 03RD ST (663 - 699),667 MISSION ST,17MFF-0109,REQUESTED,1,37.7865580501799,-122.40103337535,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
500,934567,M M Catering,Truck,1,7196000,INDIANA ST: 22ND ST to TUBBS ST (1000 - 1099),1095 INDIANA ST,17MFF-0109,REQUESTED,1,37.7569070856214,-122.390525368135,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
501,934566,M M Catering,Truck,1,192201,03RD ST: 23RD ST to 24TH ST (2700 - 2798) -- WEST --,2700 03RD ST,17MFF-0109,REQUESTED,1,37.7547246040128,-122.388456870373,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0109&ExportPDF=1&Filename=17MFF-0109_schedule.pdf,,2017-02-13,03/31/2018 12:00:00 AM
502,955616,Tacos Santo Toribio,Truck,1,12628000,TOLAND ST: NEWCOMB AVE to OAKDALE AVE (900 - 999),928 TOLAND ST,17MFF-0171,REQUESTED,1,37.7416236862353,-122.401547206397,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0171&ExportPDF=1&Filename=17MFF-0171_schedule.pdf,,2017-03-23,
503,934371,Taza Halal Cart,Push Cart,2,8742202,MARKET ST: BATTERY ST to SUTTER ST (540 - 558) -- NORTH --,532 MARKET ST,17MFF-0072,ONHOLD,4,37.7905483181832,-122.400333673679,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0072&ExportPDF=1&Filename=17MFF-0072_schedule.pdf,,2017-02-13,06/29/2018 12:00:00 AM
504,997504,Munch India,Truck,1,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),Assessors Block /Lot,17MFF-0187,REQUESTED,1,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0187&ExportPDF=1&Filename=17MFF-0187_schedule.pdf,,2017-07-19,07/19/2017 12:00:00 AM
505,840504,Taqueria Lolita,Truck,1,5336000,EVANS AVE: QUINT ST to RANKIN ST (1700 - 1799),750 PHELPS ST,16MFF-0128,SUSPEND,4,37.7394454528691,-122.393014986698,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,08/01/2017 12:00:00 AM,2016-06-22,03/15/2018 12:00:00 AM
506,848080,Taqueria Lolita,Truck,1,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),1700 EVANS AVE,16MFF-0128,SUSPEND,4,37.744889286143,-122.390971976935,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0128&ExportPDF=1&Filename=16MFF-0128_schedule.pdf,08/01/2017 12:00:00 AM,2016-06-22,03/15/2018 12:00:00 AM
507,1001542,Bonito Poke,Truck,1,7165000,ILLINOIS ST: 16TH ST to MARIPOSA ST \ TERRY A FRANCOIS BLVD (400 - 599),409 ILLINOIS ST,16MFF-0141,REQUESTED,1,37.7662450471029,-122.387356286511,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,,2016-11-28,
508,1001319,Bonito Poke,Truck,1,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,16MFF-0141,REQUESTED,1,37.7879886489953,-122.396100668472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,,2016-11-28,
509,1010174,Julie's Hot Dogs,Truck,1,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2386 MISSION ST,15MFF-0007,REQUESTED,1,37.7588799920148,-122.419379202984,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0007&ExportPDF=1&Filename=15MFF-0007_schedule.pdf,,2015-02-23,
510,1047771,The Chef Station,,2,4801101,DIVISADERO ST: OAK ST to FELL ST (401 - 499) -- WEST --,425 DIVISADERO ST,17MFF-0202,REQUESTED,1,37.7733640531909,-122.437875225303,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0202&ExportPDF=1&Filename=17MFF-0202_schedule.pdf,,2017-12-15,
511,1047831,The Chef Station,Truck,1,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,17MFF-0203,REQUESTED,1,37.7758255197583,-122.417249626643,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0203&ExportPDF=1&Filename=17MFF-0203_schedule.pdf,,2017-12-15,
512,1089427,Halal Food,Push Cart,2,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,18MFF-0003,REQUESTED,1,37.7940531837329,-122.397347693326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0003&ExportPDF=1&Filename=18MFF-0003_schedule.pdf,,2018-02-05,02/28/2019 12:00:00 AM
513,1001301,Bonito Poke,Truck,1,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,16MFF-0141,REQUESTED,1,37.7891192076677,-122.395881039335,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,,2016-11-28,
514,1141511,Khalid M Malik,Push Cart,2,2751000,BATTERY ST: MARKET ST to BUSH ST (1 - 10),Assessors Block /Lot,18MFF-0018,REQUESTED,1,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0018&ExportPDF=1&Filename=18MFF-0018_schedule.pdf,,2018-04-12,
515,627558,"Off the Grid Services, LLC",Truck,1,4609000,DAVIS ST: DAVIS CT \ JACKSON ST to BROADWAY (500 - 699),Assessors Block /Lot,15MFF-0039,REQUESTED,1,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0039&ExportPDF=1&Filename=15MFF-0039_schedule.pdf,,2015-03-06,
516,955731,Senor Sisig,Truck,1,9097000,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,16MFF-0143,APPROVED,2,37.7821536409986,-122.406601106839,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0143&ExportPDF=1&Filename=16MFF-0143_schedule.pdf,06/04/2018 12:00:00 AM,2016-12-02,07/15/2019 12:00:00 AM
517,916855,Los 2 Cuates,Truck,1,141000,02ND ST: STILLMAN ST to BRYANT ST (454 - 499),490 02ND ST,16MFF-0137,APPROVED,2,37.78304609975,-122.39406659923,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0137&ExportPDF=1&Filename=16MFF-0137_schedule.pdf,06/08/2018 12:00:00 AM,2016-08-12,07/15/2019 12:00:00 AM
518,1181885,Quan Catering,Truck,1,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,18MFF-0049,APPROVED,2,37.7441784473757,-122.386715929759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
519,1181828,Anas Goodies Catering,Truck,1,226201,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,18MFF-0048,APPROVED,2,37.7239799038929,-122.395903454913,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
520,1181745,BH & MT LLC,Truck,1,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,18MFF-0047,APPROVED,2,37.7683202495106,-122.427110643955,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,07/09/2018 12:00:00 AM,2018-07-09,07/15/2019 12:00:00 AM
521,934606,May Catering,Truck,1,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3050 23RD ST,17MFF-0110,EXPIRED,3,37.7544764341075,-122.412855363284,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
522,934596,May Catering,Truck,1,2111000,ALABAMA ST: MARIPOSA ST to 18TH ST (500 - 599),501 ALABAMA ST,17MFF-0110,EXPIRED,3,37.762476819591,-122.411819003679,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
523,934618,May Catering,Truck,1,9086000,MISSION ST: BEALE ST to FREMONT ST (300 - 399),350 MISSION ST,17MFF-0110,EXPIRED,3,37.7908854635019,-122.396685875811,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
524,934551,"Casey's Pizza, LLC",Truck,1,5442000,FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,17MFF-0104,EXPIRED,3,37.7760487080922,-122.423939211172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,08/29/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
525,934594,May Catering,Truck,1,13768000,YORK ST: 19TH ST to 20TH ST (700 - 799),720 YORK ST,17MFF-0110,EXPIRED,3,37.7598258374358,-122.409202915083,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,12/28/2017 12:00:00 AM,2017-02-13,07/15/2018 12:00:00 AM
